Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Tag,Duration
75,22,23,132.258,132.26,0.1499999999985846,1.5121958595987195e-05,2012-11-30 04:00:00,2012-11-30 08:00:00,,0 days 04:00:00
75,24,41,132.513,132.583,5.249999999999488,0.0005282500584846694,2012-11-30 12:00:00,2012-12-05 08:00:00,,4 days 20:00:00
75,45,57,132.644132644,132.36,-21.309948299998638,-0.0021420671863606744,2012-12-06 00:00:00,2012-12-10 00:00:00,,4 days 00:00:00
-75,59,60,131.665868334,131.768,-7.659874949999335,-0.0007756882424601041,2012-12-10 08:00:00,2012-12-10 12:00:00,,0 days 04:00:00
75,66,67,132.666,132.676,0.7499999999993179,7.537726320228089e-05,2012-12-11 12:00:00,2012-12-11 16:00:00,,0 days 04:00:00
75,68,118,132.952,136.389,257.7750000000009,0.02585143510439858,2012-12-11 20:00:00,2012-12-24 04:00:00,,12 days 08:00:00
74,125,173,137.979,140.048,153.10599999999914,0.01499503547641301,2012-12-26 20:00:00,2013-01-08 20:00:00,,13 days 00:00:00
-74,175,176,140.312,140.4,-6.511999999999546,-0.0006271737271223987,2013-01-09 04:00:00,2013-01-09 08:00:00,,0 days 04:00:00
72,185,204,142.431,142.628,14.18399999999815,0.0013831258644534383,2013-01-10 20:00:00,2013-01-16 00:00:00,,5 days 04:00:00
-73,205,206,141.636858363,141.69,-3.879339501000743,-0.00037519638330163474,2013-01-16 04:00:00,2013-01-16 08:00:00,,0 days 04:00:00
-73,207,208,141.538,141.203,24.45500000000058,0.002366855544094215,2013-01-16 12:00:00,2013-01-16 16:00:00,,0 days 04:00:00
-73,228,229,141.74685825300003,141.551,14.297652469002912,0.0013817466955807767,2013-01-22 00:00:00,2013-01-22 04:00:00,,0 days 04:00:00
-74,230,246,139.974860025,142.755,-205.7303581499998,-0.019861709270532213,2013-01-22 08:00:00,2013-01-25 00:00:00,,2 days 16:00:00
71,247,248,142.934,142.751,-12.992999999999483,-0.0012803111925783206,2013-01-25 04:00:00,2013-01-25 08:00:00,,0 days 04:00:00
70,249,250,144.21714421700003,143.86,-25.000095190000877,-0.0024764338452204493,2013-01-25 12:00:00,2013-01-25 16:00:00,,0 days 04:00:00
70,251,262,143.986,142.813,-82.11000000000013,-0.00814662536635502,2013-01-25 20:00:00,2013-01-29 16:00:00,,3 days 20:00:00
70,272,313,144.168144168,146.126,137.0499082400005,0.01358036370169624,2013-01-31 08:00:00,2013-02-11 04:00:00,,10 days 20:00:00
-70,327,328,145.267854732,145.671,-28.220168760000206,-0.002775185664741553,2013-02-13 12:00:00,2013-02-13 16:00:00,,0 days 04:00:00
-70,329,346,145.267854732,145.424,-10.930168760001209,-0.0010748783224483471,2013-02-13 20:00:00,2013-02-18 16:00:00,,4 days 20:00:00
-71,359,398,142.74985725,140.349,170.4608647500001,0.016818631529664785,2013-02-20 20:00:00,2013-03-01 08:00:00,,8 days 12:00:00
73,400,401,140.875140875,140.5,-27.38528387499997,-0.002662931676021274,2013-03-01 16:00:00,2013-03-01 20:00:00,,0 days 04:00:00
73,406,407,140.90114090100002,140.836,-4.75528577300048,-0.00046231634877802463,2013-03-04 16:00:00,2013-03-04 20:00:00,,0 days 04:00:00
73,408,409,141.266,141.13,-9.927999999999685,-0.000962722806620131,2013-03-05 00:00:00,2013-03-05 04:00:00,,0 days 04:00:00
73,410,411,140.90114090100002,141.171,19.699714226998026,0.00191523714623143,2013-03-05 08:00:00,2013-03-05 12:00:00,,0 days 04:00:00
73,412,466,141.181,143.743,187.0259999999988,0.01814691778638755,2013-03-05 16:00:00,2013-03-18 16:00:00,,13 days 00:00:00
-73,488,489,143.158856841,143.723,-41.18245060700184,-0.003940679406420511,2013-03-22 08:00:00,2013-03-22 12:00:00,,0 days 04:00:00
-73,496,497,142.352857647,142.756,-29.429391768999466,-0.0028319933976996836,2013-03-25 16:00:00,2013-03-25 20:00:00,,0 days 04:00:00
-73,507,524,142.506857493,142.572,-4.755403010999288,-0.0004571184022017505,2013-03-27 12:00:00,2013-04-01 08:00:00,,4 days 20:00:00
-73,524,525,141.886858113,142.168,-20.523357751001328,-0.0019814512121771877,2013-04-01 08:00:00,2013-04-01 12:00:00,,0 days 04:00:00
-73,528,546,141.80685819299998,146.747,-360.6303519110023,-0.03483711486137331,2013-04-02 00:00:00,2013-04-05 00:00:00,,3 days 00:00:00
68,547,548,147.462,146.741,-49.027999999998315,-0.004889395234026206,2013-04-05 04:00:00,2013-04-05 08:00:00,,0 days 04:00:00
66,557,585,151.783151783,150.027,-115.90601767800047,-0.011570136489923,2013-04-08 20:00:00,2013-04-15 12:00:00,,6 days 16:00:00
-66,587,588,149.452850547,147.682,116.8761361020006,0.011848891075136203,2013-04-15 20:00:00,2013-04-16 00:00:00,,0 days 04:00:00
-67,589,590,148.131,148.933,-53.7339999999995,-0.005414126685163723,2013-04-16 04:00:00,2013-04-16 08:00:00,,0 days 04:00:00
65,610,611,151.606,151.232,-24.30999999999969,-0.002466920834267694,2013-04-19 16:00:00,2013-04-19 20:00:00,,0 days 04:00:00
65,626,644,152.21515221500002,151.455,-49.40989397500033,-0.0049939326271953854,2013-04-24 08:00:00,2013-04-29 08:00:00,,5 days 00:00:00
-65,650,651,151.11484888500001,151.137,-1.4398224749990618,-0.0001465846352191047,2013-04-30 08:00:00,2013-04-30 12:00:00,,0 days 04:00:00
-65,651,652,151.03984896,151.238,-12.879817599999939,-0.0013119123288614087,2013-04-30 12:00:00,2013-04-30 16:00:00,,0 days 04:00:00
-65,653,667,151.333848666,152.249,-59.48483671000005,-0.006047234918473476,2013-04-30 20:00:00,2013-05-03 04:00:00,,2 days 08:00:00
64,669,688,153.237153237,153.431,12.40619283200067,0.0012650115125814043,2013-05-03 12:00:00,2013-05-08 16:00:00,,5 days 04:00:00
63,698,715,155.949,155.621,-20.664000000000186,-0.0021032517040827647,2013-05-10 08:00:00,2013-05-15 04:00:00,,4 days 20:00:00
62,724,739,156.461156461,156.38,-5.031700582000383,-0.0005187003780087185,2013-05-16 16:00:00,2013-05-21 04:00:00,,4 days 12:00:00
-63,746,747,155.126844873,155.115,0.746226999000072,7.63560492040849e-05,2013-05-22 08:00:00,2013-05-22 12:00:00,,0 days 04:00:00
-2,752,774,152.731847268,153.771,-2.078305463999982,-0.006803772432455224,2013-05-23 08:00:00,2013-05-29 00:00:00,,5 days 16:00:00
-63,749,774,155.126844873,153.771,85.41822699900149,0.00874023367206389,2013-05-22 20:00:00,2013-05-29 00:00:00,,6 days 04:00:00
-1,796,805,152.232847767,153.264,-1.0311522330000003,-0.00677351996054254,2013-06-03 16:00:00,2013-06-05 04:00:00,,1 days 12:00:00
-64,795,805,152.484847515,153.264,-49.86575903999983,-0.005109704326020648,2013-06-03 12:00:00,2013-06-05 04:00:00,,1 days 16:00:00
-1,814,817,152.228847771,151.739,0.4898477710000009,0.003217837999647033,2013-06-06 16:00:00,2013-06-07 04:00:00,,0 days 12:00:00
-64,814,817,152.391847608,151.739,41.78224691200012,0.004284006121372919,2013-06-06 16:00:00,2013-06-07 04:00:00,,0 days 12:00:00
-66,820,827,149.81,153.645,-253.11000000000053,-0.02559909218343237,2013-06-07 16:00:00,2013-06-10 20:00:00,,3 days 04:00:00
62,829,830,153.684,152.992,-42.90400000000045,-0.004502745894172544,2013-06-11 04:00:00,2013-06-11 08:00:00,,0 days 04:00:00
-1,842,868,148.107851892,148.841,-0.7331481079999946,-0.004950096153812256,2013-06-13 08:00:00,2013-06-19 16:00:00,,6 days 08:00:00
-64,838,868,149.343850656,148.841,32.182441983999524,0.003367066362566673,2013-06-12 16:00:00,2013-06-19 16:00:00,,7 days 00:00:00
